time,distance,position,state,cact_mode,SOC,action,act_mode
0.53,25.0,0-10,0,,0.46,-1,0.0
0.54,26.0,0-10,0,,0.46,-1,0.0
0.55,27.0,0-10,0,,0.46,-1,0.0
0.56,28.0,0-10,0,,0.46,-1,0.0
0.57,29.0,0-10,0,,0.46,-1,0.0
0.58,30.0,0-10,0,,0.46,-1,0.0
0.59,31.0,0-10,0,,0.46,-1,0.0
0.6,32.0,0-10,0,,0.46,-1,0.0
0.61,33.0,0-10,0,,0.46,-1,0.0
0.62,34.0,0-10,0,,0.46,-1,0.0
0.63,35.0,0-10,0,,0.46,-1,0.0
0.64,36.0,0-10,0,,0.46,-1,0.0
0.65,37.0,0-10,0,,0.46,-1,0.0
0.66,38.0,0-10,0,,0.46,-1,0.0
0.67,39.0,0-10,0,,0.46,-1,0.0
0.68,40.0,0-10,0,,0.46,-1,0.0
0.69,41.0,0-10,0,,0.46,-1,0.0
0.7,42.0,0-10,0,,0.46,-1,0.0
0.71,43.0,0-10,0,,0.46,-1,0.0
0.72,44.0,0-10,0,,0.46,-1,0.0
0.73,45.0,0-10,0,,0.46,-1,0.0
0.74,46.0,0-10,0,,0.46,-1,0.0
0.75,47.0,0-10,0,,0.46,-1,0.0
0.76,48.0,0-10,0,,0.46,-1,0.0
0.77,49.0,0-10,0,,0.46,-1,0.0
0.78,50.0,0-10,0,,0.46,-1,0.0
0.79,51.0,0-10,0,,0.46,-1,0.0
0.8,52.0,0-10,0,,0.46,-1,0.0
0.81,53.0,0-10,0,,0.46,-1,0.0
0.82,54.0,0-10,0,,0.46,-1,0.0
0.83,55.0,0-10,0,,0.46,-1,0.0
0.84,56.0,0-10,0,,0.46,-1,0.0
0.85,57.0,0-10,0,,0.46,-1,0.0
0.86,58.0,0-10,0,,0.46,-1,0.0
0.87,59.0,0-10,0,,0.46,-1,0.0
0.88,60.0,0-10,0,,0.46,-1,0.0
0.89,61.0,0-10,0,,0.46,-1,0.0
0.9,62.0,0-10,0,,0.46,-1,0.0
0.91,63.0,0-10,0,,0.46,-1,0.0
0.92,64.0,0-10,0,,0.46,-1,0.0
0.93,65.0,0-10,0,,0.46,-1,0.0
0.94,66.0,0-10,0,,0.46,-1,0.0
0.95,67.0,0-10,0,,0.46,-1,0.0
0.96,68.0,0-10,0,,0.46,-1,0.0
0.97,69.0,10-11,0,,0.31500000000000006,-1,0.0
0.98,70.0,10-11,0,,0.31500000000000006,-1,0.0
0.99,71.0,10-11,0,,0.31500000000000006,-1,0.0
1.0,72.0,10-11,0,,0.31500000000000006,-1,0.0
1.01,73.0,10-11,0,,0.31500000000000006,-1,0.0
1.02,74.0,10-11,0,,0.31500000000000006,-1,0.0
1.03,75.0,10-11,0,,0.31500000000000006,-1,0.0
1.04,76.0,10-11,0,,0.31500000000000006,-1,0.0
1.05,77.0,10-11,0,,0.31500000000000006,-1,0.0
1.06,78.0,10-11,0,,0.31500000000000006,-1,0.0
1.07,79.0,10-11,0,,0.31500000000000006,-1,0.0
1.08,80.0,10-11,0,,0.31500000000000006,-1,0.0
1.09,81.0,10-11,0,,0.31500000000000006,-1,0.0
1.1,82.0,10-11,0,,0.31500000000000006,-1,0.0
1.11,83.0,10-11,0,,0.31500000000000006,-1,0.0
1.12,84.0,10-11,0,,0.31500000000000006,-1,0.0
1.13,85.0,10-11,0,,0.31500000000000006,-1,0.0
1.14,86.0,10-11,0,,0.31500000000000006,-1,0.0
1.15,87.0,10-11,0,,0.31500000000000006,-1,0.0
1.16,88.0,10-11,0,,0.31500000000000006,-1,0.0
1.17,89.0,10-11,0,,0.31500000000000006,-1,0.0
1.18,90.0,10-11,0,,0.31500000000000006,-1,0.0
1.19,91.0,10-11,0,,0.31500000000000006,-1,0.0
1.2,92.0,10-11,0,,0.31500000000000006,-1,0.0
1.21,93.0,10-11,0,,0.31500000000000006,-1,0.0
1.22,94.0,10-11,0,,0.31500000000000006,-1,0.0
1.23,95.0,10-11,0,,0.31500000000000006,-1,0.0
1.24,96.0,10-11,0,,0.31500000000000006,-1,0.0
1.25,97.0,10-11,0,,0.31500000000000006,-1,0.0
1.26,98.0,10-11,0,,0.31500000000000006,-1,0.0
1.27,99.0,10-11,0,,0.31500000000000006,-1,0.0
1.28,100.0,10-11,0,,0.31500000000000006,-1,0.0
1.29,101.0,10-11,0,,0.31500000000000006,-1,0.0
1.3,102.0,10-11,0,,0.31500000000000006,-1,0.0
1.31,103.0,10-11,0,,0.31500000000000006,-1,0.0
1.32,104.0,10-11,0,,0.31500000000000006,-1,0.0
1.33,105.0,10-11,0,,0.31500000000000006,-1,0.0
1.34,106.0,10-11,0,,0.31500000000000006,-1,0.0
1.35,107.0,10-11,0,,0.31500000000000006,-1,0.0
1.36,108.0,10-11,0,,0.31500000000000006,-1,0.0
1.37,109.0,10-11,0,,0.31500000000000006,-1,0.0
1.38,110.0,10-11,0,,0.31500000000000006,-1,0.0
1.39,111.0,10-11,0,,0.31500000000000006,-1,0.0
1.4,112.0,10-11,0,,0.31500000000000006,-1,0.0
1.41,113.0,10-11,0,,0.31500000000000006,-1,0.0
1.42,114.0,10-11,0,,0.31500000000000006,-1,0.0
1.43,115.0,10-11,0,,0.31500000000000006,-1,0.0
1.44,116.0,10-11,0,,0.31500000000000006,-1,0.0
1.45,117.0,10-11,0,,0.31500000000000006,-1,0.0
1.46,118.0,10-11,0,,0.31500000000000006,-1,0.0
1.47,119.0,10-11,0,,0.31500000000000006,-1,0.0
1.48,120.0,10-11,0,,0.31500000000000006,-1,0.0
1.49,121.0,10-11,0,,0.31500000000000006,-1,0.0
1.5,122.0,10-11,0,,0.31500000000000006,-1,0.0
1.51,123.0,10-11,0,,0.31500000000000006,-1,0.0
1.52,124.0,10-11,0,,0.31500000000000006,-1,0.0
1.53,125.0,10-11,0,,0.31500000000000006,-1,0.0
1.54,126.0,10-11,0,,0.31500000000000006,-1,0.0
1.55,127.0,11-12,0,,0.23750000000000007,-1,0.0
1.56,128.0,11-12,0,,0.23750000000000007,-1,0.0
1.57,129.0,11-12,0,,0.23750000000000007,-1,0.0
1.58,130.0,11-12,0,,0.23750000000000007,-1,0.0
1.59,131.0,11-12,0,,0.23750000000000007,-1,0.0
1.6,132.0,11-12,0,,0.23750000000000007,-1,0.0
1.61,133.0,11-12,0,,0.23750000000000007,-1,0.0
1.62,134.0,11-12,0,,0.23750000000000007,-1,0.0
1.63,135.0,11-12,0,,0.23750000000000007,-1,0.0
1.64,136.0,11-12,0,,0.23750000000000007,-1,0.0
1.65,137.0,11-12,0,,0.23750000000000007,-1,0.0
1.66,138.0,11-12,0,,0.23750000000000007,-1,0.0
1.67,139.0,11-12,0,,0.23750000000000007,-1,0.0
1.68,140.0,11-12,0,,0.23750000000000007,-1,0.0
1.69,141.0,11-12,0,,0.23750000000000007,-1,0.0
1.7,142.0,11-12,0,,0.23750000000000007,-1,0.0
1.71,143.0,11-12,0,,0.23750000000000007,-1,0.0
1.72,144.0,11-12,0,,0.23750000000000007,-1,0.0
1.73,145.0,11-12,0,,0.23750000000000007,-1,0.0
1.74,146.0,11-12,0,,0.23750000000000007,-1,0.0
1.75,147.0,11-12,0,,0.23750000000000007,-1,0.0
1.76,148.0,11-12,0,,0.23750000000000007,-1,0.0
1.77,149.0,11-12,0,,0.23750000000000007,-1,0.0
1.78,150.0,11-12,0,,0.23750000000000007,-1,0.0
1.79,151.0,11-12,0,,0.23750000000000007,-1,0.0
1.8,152.0,11-12,0,,0.23750000000000007,-1,0.0
1.81,153.0,11-12,0,,0.23750000000000007,-1,0.0
1.82,154.0,11-12,0,,0.23750000000000007,-1,0.0
1.83,155.0,11-12,0,,0.23750000000000007,-1,0.0
1.84,156.0,11-12,0,,0.23750000000000007,-1,0.0
1.85,157.0,11-12,0,,0.23750000000000007,-1,0.0
1.86,158.0,12-7,0,,0.20750000000000007,-1,0.0
1.87,159.0,12-7,0,,0.20750000000000007,-1,0.0
1.88,160.0,12-7,0,,0.20750000000000007,-1,0.0
1.89,161.0,12-7,0,,0.20750000000000007,-1,0.0
1.9,162.0,12-7,0,,0.20750000000000007,-1,0.0
1.91,163.0,12-7,0,,0.20750000000000007,-1,0.0
1.92,164.0,12-7,0,,0.20750000000000007,-1,0.0
1.93,165.0,12-7,0,,0.20750000000000007,-1,0.0
1.94,166.0,12-7,0,,0.20750000000000007,-1,0.0
1.95,167.0,12-7,0,,0.20750000000000007,-1,0.0
1.96,168.0,12-7,0,,0.20750000000000007,-1,0.0
1.97,169.0,12-7,0,,0.20750000000000007,-1,0.0
1.98,170.0,7-4,0,,0.10500000000000008,-1,0.0
1.99,171.0,7-4,0,,0.10500000000000008,-1,0.0
2.0,172.0,7-4,0,,0.10500000000000008,-1,0.0
2.01,173.0,7-4,0,,0.10500000000000008,-1,0.0
2.02,174.0,7-4,0,,0.10500000000000008,-1,0.0
2.03,175.0,7-4,0,,0.10500000000000008,-1,0.0
2.04,176.0,7-4,0,,0.10500000000000008,-1,0.0
2.05,177.0,7-4,0,,0.10500000000000008,-1,0.0
2.06,178.0,7-4,0,,0.10500000000000008,-1,0.0
2.07,179.0,7-4,0,,0.10500000000000008,-1,0.0
2.08,180.0,7-4,0,,0.10500000000000008,-1,0.0
2.09,181.0,7-4,0,,0.10500000000000008,-1,0.0
2.1,182.0,7-4,0,,0.10500000000000008,-1,0.0
2.11,183.0,7-4,0,,0.10500000000000008,-1,0.0
2.12,184.0,7-4,0,,0.10500000000000008,-1,0.0
2.13,185.0,7-4,0,,0.10500000000000008,-1,0.0
2.14,186.0,7-4,0,,0.10500000000000008,-1,0.0
2.15,187.0,7-4,0,,0.10500000000000008,-1,0.0
2.16,188.0,7-4,0,,0.10500000000000008,-1,0.0
2.17,189.0,7-4,0,,0.10500000000000008,-1,0.0
2.18,190.0,7-4,0,,0.10500000000000008,-1,0.0
2.19,191.0,7-4,0,,0.10500000000000008,-1,0.0
2.2,192.0,7-4,0,,0.10500000000000008,-1,0.0
2.21,193.0,7-4,0,,0.10500000000000008,-1,0.0
2.22,194.0,7-4,0,,0.10500000000000008,-1,0.0
2.23,195.0,7-4,0,,0.10500000000000008,-1,0.0
2.24,196.0,7-4,0,,0.10500000000000008,-1,0.0
2.25,197.0,7-4,0,,0.10500000000000008,-1,0.0
2.26,198.0,7-4,0,,0.10500000000000008,-1,0.0
2.27,199.0,7-4,0,,0.10500000000000008,-1,0.0
2.28,200.0,7-4,0,,0.10500000000000008,-1,0.0
2.29,201.0,7-4,0,,0.10500000000000008,-1,0.0
2.3,202.0,7-4,0,,0.10500000000000008,-1,0.0
2.31,203.0,7-4,0,,0.10500000000000008,-1,0.0
2.32,204.0,7-4,0,,0.10500000000000008,-1,0.0
2.33,205.0,7-4,0,,0.10500000000000008,-1,0.0
2.34,206.0,7-4,0,,0.10500000000000008,-1,0.0
2.35,207.0,7-4,0,,0.10500000000000008,-1,0.0
2.36,208.0,7-4,0,,0.10500000000000008,-1,0.0
2.37,209.0,7-4,0,,0.10500000000000008,-1,0.0
2.38,210.0,7-4,0,,0.10500000000000008,-1,0.0
2.39,210.0,P4,2,,0.65,13,5.0
2.4,210.0,P4,2,,0.65,13,5.0
2.41,210.0,P4,2,,0.65,13,5.0
2.42,210.0,P4,2,,0.65,13,5.0
2.43,210.0,P4,2,,0.65,13,5.0
2.44,210.0,P4,2,,0.65,13,5.0
2.45,210.0,P4,2,,0.65,13,5.0
2.46,210.0,P4,2,,0.65,13,5.0
2.47,210.0,P4,2,,0.65,13,5.0
2.48,210.0,P4,2,,0.65,13,5.0
2.49,210.0,P4,2,,0.65,13,5.0
2.5,210.0,P4,2,,0.65,13,5.0
2.51,210.0,P4,2,,0.65,13,5.0
2.52,210.0,P4,2,,0.65,13,5.0
2.53,210.0,P4,2,,0.65,13,5.0
2.54,210.0,P4,2,,0.65,13,5.0
2.55,210.0,P4,2,,0.65,13,5.0
2.56,210.0,P4,2,,0.65,13,5.0
2.57,210.0,P4,2,,0.65,13,5.0
2.58,210.0,P4,2,,0.65,13,5.0
2.59,210.0,P4,2,,0.65,13,5.0
2.6,210.0,P4,2,,0.65,13,5.0
2.61,210.0,P4,2,,0.65,13,5.0
2.62,210.0,P4,2,,0.65,13,5.0
2.63,210.0,P4,2,,0.65,13,5.0
2.64,210.0,P4,2,,0.65,13,5.0
2.65,210.0,P4,2,,0.65,13,5.0
2.66,210.0,P4,2,,0.65,13,5.0
2.67,210.0,P4,2,,0.65,13,5.0
2.68,210.0,P4,2,,0.65,13,5.0
2.69,210.0,P4,2,,0.65,13,5.0
2.7,210.0,P4,2,,0.65,13,5.0
2.71,210.0,P4,2,,0.65,13,5.0
2.72,210.0,P4,2,,0.65,13,5.0
2.73,210.0,P4,2,,0.65,13,5.0
2.74,210.0,P4,2,,0.65,13,5.0
2.75,210.0,P4,2,,0.65,13,5.0
2.76,210.0,P4,2,,0.65,13,5.0
2.77,210.0,P4,2,,0.65,13,5.0
2.78,210.0,P4,2,,0.65,13,5.0
2.79,210.0,P4,2,,0.65,13,5.0
2.8,210.0,P4,2,,0.65,13,5.0
2.81,210.0,P4,2,,0.65,13,5.0
2.82,210.0,P4,2,,0.65,13,5.0
2.83,210.0,P4,2,,0.65,13,5.0
2.84,210.0,P4,2,,0.65,13,5.0
2.85,210.0,P4,2,,0.65,13,5.0
2.86,210.0,P4,2,,0.65,13,5.0
2.87,210.0,P4,2,,0.65,13,5.0
2.88,210.0,P4,2,,0.65,13,5.0
2.89,210.0,P4,2,,0.65,13,5.0
2.9,210.0,P4,2,,0.65,13,5.0
2.91,210.0,P4,2,,0.65,13,5.0
2.92,210.0,P4,2,,0.65,13,5.0
2.93,210.0,P4,2,,0.65,13,5.0
2.94,210.0,P4,2,,0.65,13,5.0
2.95,210.0,P4,2,,0.65,13,5.0
2.96,210.0,P4,2,,0.65,13,5.0
2.97,210.0,P4,2,,0.65,13,5.0
2.98,210.0,P4,2,,0.65,13,5.0
2.99,210.0,P4,2,,0.65,13,5.0
3.0,210.0,P4,2,,0.65,13,5.0
3.01,210.0,P4,2,,0.65,13,5.0
3.02,210.0,P4,2,,0.65,13,5.0
3.03,210.0,P4,2,,0.65,13,5.0
3.04,210.0,P4,2,,0.65,13,5.0
3.05,210.0,P4,2,,0.65,13,5.0
3.06,210.0,P4,2,,0.65,13,5.0
3.07,210.0,P4,2,,0.65,13,5.0
3.08,210.0,P4,2,,0.65,13,5.0
3.09,210.0,P4,2,,0.65,13,5.0
3.1,210.0,P4,2,,0.65,13,5.0
3.11,210.0,P4,2,,0.65,13,5.0
3.12,210.0,P4,2,,0.65,13,5.0
3.13,210.0,P4,2,,0.65,13,5.0
3.14,210.0,P4,2,,0.65,13,5.0
3.15,210.0,P4,2,,0.65,13,5.0
3.16,210.0,P4,2,,0.65,13,5.0
3.17,210.0,P4,2,,0.65,13,5.0
3.18,210.0,P4,2,,0.65,13,5.0
3.19,210.0,P4,2,,0.65,13,5.0
3.2,210.0,P4,2,,0.65,13,5.0
3.21,210.0,P4,2,,0.65,13,5.0
3.22,210.0,P4,2,,0.65,13,5.0
3.23,210.0,P4,2,,0.65,13,5.0
3.24,210.0,P4,2,,0.65,13,5.0
3.25,210.0,P4,2,,0.65,13,5.0
3.26,210.0,P4,2,,0.65,13,5.0
3.27,210.0,P4,2,,0.65,13,5.0
3.28,210.0,P4,2,,0.65,13,5.0
3.29,210.0,P4,2,,0.65,13,5.0
3.3,210.0,P4,2,,0.65,13,5.0
3.31,210.0,P4,2,,0.65,13,5.0
3.32,210.0,P4,2,,0.65,13,5.0
3.33,210.0,P4,2,,0.65,13,5.0
3.34,210.0,P4,2,,0.65,13,5.0
3.35,210.0,P4,2,,0.65,13,5.0
3.36,210.0,P4,2,,0.65,13,5.0
3.37,210.0,P4,2,,0.65,13,5.0
3.38,210.0,P4,2,,0.65,13,5.0
3.39,210.0,P4,2,,0.65,13,5.0
3.4,210.0,P4,2,,0.65,13,5.0
3.41,210.0,P4,2,,0.65,13,5.0
3.42,210.0,P4,2,,0.65,13,5.0
3.43,210.0,P4,2,,0.65,13,5.0
3.44,210.0,P4,2,,0.65,13,5.0
3.45,210.0,P4,2,,0.65,13,5.0
3.46,210.0,P4,2,,0.65,13,5.0
3.47,210.0,P4,2,,0.65,13,5.0
3.48,210.0,P4,2,,0.65,13,5.0
3.49,210.0,P4,2,,0.65,13,5.0
3.5,210.0,P4,2,,0.65,13,5.0
3.51,210.0,P4,2,,0.65,13,5.0
3.52,210.0,P4,2,,0.65,13,5.0
3.53,210.0,P4,2,,0.65,13,5.0
3.54,210.0,P4,2,,0.65,13,5.0
3.55,210.0,P4,2,,0.65,13,5.0
3.56,210.0,P4,2,,0.65,13,5.0
3.57,210.0,P4,2,,0.65,13,5.0
3.58,210.0,P4,2,,0.65,13,5.0
3.59,210.0,P4,2,,0.65,13,5.0
3.6,210.0,P4,2,,0.65,13,5.0
3.61,210.0,P4,2,,0.65,13,5.0
3.62,210.0,P4,2,,0.65,13,5.0
3.63,210.0,P4,2,,0.65,13,5.0
3.64,210.0,P4,2,,0.65,13,5.0
3.65,210.0,P4,2,,0.65,13,5.0
3.66,210.0,P4,2,,0.65,13,5.0
3.67,210.0,P4,2,,0.65,13,5.0
3.68,210.0,P4,2,,0.65,13,5.0
3.69,210.0,P4,2,,0.65,13,5.0
3.7,210.0,P4,2,,0.65,13,5.0
3.71,210.0,P4,2,,0.65,13,5.0
3.72,210.0,P4,2,,0.65,13,5.0
3.73,210.0,P4,2,,0.65,13,5.0
3.74,210.0,P4,0,,0.45500000000000007,13,0.0
3.75,211.0,4-19,0,,0.45500000000000007,-1,0.0
3.76,212.0,4-19,0,,0.45500000000000007,-1,0.0
3.77,213.0,4-19,0,,0.45500000000000007,-1,0.0
3.78,214.0,4-19,0,,0.45500000000000007,-1,0.0
3.79,215.0,4-19,0,,0.45500000000000007,-1,0.0
3.8,216.0,4-19,0,,0.45500000000000007,-1,0.0
3.81,217.0,4-19,0,,0.45500000000000007,-1,0.0
3.82,218.0,4-19,0,,0.45500000000000007,-1,0.0
3.83,219.0,4-19,0,,0.45500000000000007,-1,0.0
3.84,220.0,4-19,0,,0.45500000000000007,-1,0.0
3.85,221.0,4-19,0,,0.45500000000000007,-1,0.0
3.86,222.0,4-19,0,,0.45500000000000007,-1,0.0
3.87,223.0,4-19,0,,0.45500000000000007,-1,0.0
3.88,224.0,4-19,0,,0.45500000000000007,-1,0.0
3.89,225.0,4-19,0,,0.45500000000000007,-1,0.0
3.9,226.0,4-19,0,,0.45500000000000007,-1,0.0
3.91,227.0,4-19,0,,0.45500000000000007,-1,0.0
3.92,228.0,4-19,0,,0.45500000000000007,-1,0.0
3.93,229.0,4-19,0,,0.45500000000000007,-1,0.0
3.94,230.0,4-19,0,,0.45500000000000007,-1,0.0
3.95,231.0,4-19,0,,0.45500000000000007,-1,0.0
3.96,232.0,4-19,0,,0.45500000000000007,-1,0.0
3.97,233.0,4-19,0,,0.45500000000000007,-1,0.0
3.98,234.0,4-19,0,,0.45500000000000007,-1,0.0
3.99,235.0,4-19,0,,0.45500000000000007,-1,0.0
4.0,236.0,4-19,0,,0.45500000000000007,-1,0.0
4.01,237.0,4-19,0,,0.45500000000000007,-1,0.0
4.02,238.0,4-19,0,,0.45500000000000007,-1,0.0
4.03,239.0,4-19,0,,0.45500000000000007,-1,0.0
4.04,240.0,4-19,0,,0.45500000000000007,-1,0.0
4.05,241.0,4-19,0,,0.45500000000000007,-1,0.0
4.06,242.0,4-19,0,,0.45500000000000007,-1,0.0
4.07,243.0,4-19,0,,0.45500000000000007,-1,0.0
4.08,244.0,4-19,0,,0.45500000000000007,-1,0.0
4.09,245.0,4-19,0,,0.45500000000000007,-1,0.0
4.1,246.0,4-19,0,,0.45500000000000007,-1,0.0
4.11,247.0,4-19,0,,0.45500000000000007,-1,0.0
4.12,248.0,4-19,0,,0.45500000000000007,-1,0.0
4.13,249.0,4-19,0,,0.45500000000000007,-1,0.0
4.14,250.0,4-19,0,,0.45500000000000007,-1,0.0
4.15,251.0,4-19,0,,0.45500000000000007,-1,0.0
4.16,252.0,4-19,0,,0.45500000000000007,-1,0.0
4.17,253.0,4-19,0,,0.45500000000000007,-1,0.0
4.18,254.0,4-19,0,,0.45500000000000007,-1,0.0
4.19,255.0,4-19,0,,0.45500000000000007,-1,0.0
4.2,256.0,4-19,0,,0.45500000000000007,-1,0.0
4.21,257.0,4-19,0,,0.45500000000000007,-1,0.0
4.22,258.0,4-19,0,,0.45500000000000007,-1,0.0
4.23,259.0,4-19,0,,0.45500000000000007,-1,0.0
4.24,260.0,4-19,0,,0.45500000000000007,-1,0.0
4.25,261.0,4-19,0,,0.45500000000000007,-1,0.0
4.26,262.0,4-19,0,,0.45500000000000007,-1,0.0
4.27,263.0,4-19,0,,0.45500000000000007,-1,0.0
4.28,264.0,4-19,0,,0.45500000000000007,-1,0.0
4.29,265.0,4-19,0,,0.45500000000000007,-1,0.0
4.3,266.0,4-19,0,,0.45500000000000007,-1,0.0
4.31,267.0,4-19,0,,0.45500000000000007,-1,0.0
4.32,268.0,4-19,0,,0.45500000000000007,-1,0.0
4.33,269.0,4-19,0,,0.45500000000000007,-1,0.0
4.34,270.0,4-19,0,,0.45500000000000007,-1,0.0
4.35,271.0,4-19,0,,0.45500000000000007,-1,0.0
4.36,272.0,4-19,0,,0.45500000000000007,-1,0.0
4.37,273.0,4-19,0,,0.45500000000000007,-1,0.0
4.38,274.0,4-19,0,,0.45500000000000007,-1,0.0
4.39,275.0,4-19,0,,0.45500000000000007,-1,0.0
4.4,276.0,4-19,0,,0.45500000000000007,-1,0.0
4.41,277.0,4-19,0,,0.45500000000000007,-1,0.0
4.42,278.0,4-19,0,,0.45500000000000007,-1,0.0
4.43,279.0,4-19,0,,0.45500000000000007,-1,0.0
4.44,280.0,4-19,0,,0.45500000000000007,-1,0.0
4.45,281.0,4-19,0,,0.45500000000000007,-1,0.0
4.46,282.0,4-19,0,,0.45500000000000007,-1,0.0
4.47,283.0,4-19,0,,0.45500000000000007,-1,0.0
4.48,284.0,4-19,0,,0.45500000000000007,-1,0.0
4.49,285.0,4-19,0,,0.45500000000000007,-1,0.0
4.5,286.0,4-19,0,,0.45500000000000007,-1,0.0
4.51,287.0,4-19,0,,0.45500000000000007,-1,0.0
4.52,288.0,4-19,0,,0.45500000000000007,-1,0.0
